,P,U,accuracy,macro avg,weighted avg
precision,0.048726467331118496,0.9792746113989638,0.41228070175438597,0.5140005393650411,0.9441121983977497
recall,0.7857142857142857,0.3976157082748948,0.41228070175438597,0.5916649969945902,0.41228070175438597
f1-score,0.09176225234619396,0.5655860349127182,0.41228070175438597,0.3286741436294561,0.5476817624270736
support,112.0,2852.0,0.41228070175438597,2964.0,2964.0
